"398858","EE DENTAL",7.50
"398858","EE HEALTH",12.00
"398858","M-ONT",1.72
"399023","EE AD&D",0.46
"399023","EE DENTAL",17.50
"399023","EE HEALTH",27.00
"400636","EE AD&D",0.46
"400636","D-ONT",1.03
"400636","EE DENTAL",7.50
"400636","EE HEALTH",12.00
"400636","M-ONT",1.72
"402411","EE AD&D",0.46
"402411","D-ONT",1.03
"402411","EE DENTAL",7.50
"402411","EE HEALTH",12.00
"402411","M-ONT",1.72
"403332","EE AD&D",0.46
"403332","EE DENTAL",7.50
"403332","EE HEALTH",12.00
"403333","EE AD&D",0.46
"403333","EE DENTAL",7.50
"403333","EE HEALTH",12.00
"403362","EE AD&D",0.46
"403362","EE DENTAL",7.50
"403362","EE HEALTH",12.00
"403376","EE AD&D",2.31
"403376","D-ONT",1.03
"403376","EE DENTAL",7.50
"403376","EE HEALTH",12.00
"403376","M-ONT",1.72
"403395","EE AD&D",2.31
"403395","D-ONT",2.49
"403395","EE DENTAL",17.50
"403395","EE HEALTH",27.00
"403395","M-ONT",3.87
"403399","EE AD&D",0.23
"403399","EE DENTAL",7.50
"403399","EE HEALTH",12.00
"403534","EE AD&D",0.46
"403534","EE DENTAL",7.50
"403534","EE HEALTH",12.00
"403658","EE AD&D",2.31
"403658","D-ONT",1.03
"403658","EE DENTAL",7.50
"403658","EE HEALTH",12.00
"403658","M-ONT",1.72
"403662","EE AD&D",2.31
"403662","EE DENTAL",7.50
"403662","EE HEALTH",12.00
"403838","EE AD&D",0.46
"403838","EE DENTAL",7.50
"403838","EE HEALTH",12.00
"404720","EE AD&D",0.46
"404720","D-QUE",1.16
"404720","EE DENTAL",7.50
"404720","EE HEALTH",12.00
"404720","M-QUE",1.93
"405704","EE AD&D",1.15
"405704","D-QUE",1.16
"405704","EE DENTAL",7.50
"405704","EE HEALTH",12.00
"405704","M-QUE",1.93
"408307","EE AD&D",0.46
"408307","D-ONT",1.03
"408307","EE DENTAL",7.50
"408307","EE HEALTH",12.00
"408307","M-ONT",1.72
"409177","EE AD&D",0.46
"409177","D-ONT",2.49
"409177","EE DENTAL",17.50
"409177","EE HEALTH",27.00
"409177","M-ONT",3.87
"411224","EE AD&D",0.46
"411224","EE DENTAL",7.50
"411224","EE HEALTH",12.00
"411760","EE AD&D",0.23
"411760","D-ONT",1.03
"411760","EE DENTAL",7.50
"411760","EE HEALTH",12.00
"411760","M-ONT",1.72
"411988","EE AD&D",0.23
"411988","EE DENTAL",7.50
"411988","EE HEALTH",12.00
"413781","EE AD&D",0.46
"413781","D-ONT",1.03
"413781","EE DENTAL",7.50
"413781","EE HEALTH",12.00
"413781","M-ONT",1.72
"414431","EE AD&D",0.23
"414431","EE DENTAL",7.50
"414431","EE HEALTH",12.00
"415083","EE AD&D",0.46
"415083","EE DENTAL",7.50
"415083","EE HEALTH",12.00
"415477","EE AD&D",0.23
"415477","D-ONT",1.03
"415477","EE DENTAL",7.50
"415477","EE HEALTH",12.00
"415477","M-ONT",1.72
"417405","EE AD&D",0.23
"417405","D-QUE",1.16
"417405","EE DENTAL",7.50
"417405","EE HEALTH",12.00
"417405","M-QUE",1.93
"417513","EE AD&D",0.12
"417513","D-ONT",1.03
"417513","EE DENTAL",7.50
"417513","EE HEALTH",12.00
"417513","M-ONT",1.72
"418641","EE AD&D",0.46
"418641","D-ONT",1.03
"418641","EE DENTAL",7.50
"418641","EE HEALTH",12.00
"418641","M-ONT",1.72
"419333","EE AD&D",0.23
"419333","EE DENTAL",7.50
"419333","EE HEALTH",12.00
"419621","EE AD&D",2.31
"419621","D-ONT",2.49
"419621","EE DENTAL",17.50
"419621","EE HEALTH",27.00
"419621","M-ONT",3.87
"420082","EE AD&D",0.23
"420082","EE DENTAL",17.50
"420082","EE HEALTH",27.00
"424548","EE AD&D",0.23
"424548","D-ONT",1.03
"424548","EE DENTAL",7.50
"424548","EE HEALTH",12.00
"424548","M-ONT",1.72
"429405","EE AD&D",0.46
"429405","EE DENTAL",7.50
"429405","EE HEALTH",12.00
"430225","EE AD&D",2.31
"430225","EE DENTAL",7.50
"430225","EE HEALTH",12.00
"430404","EE AD&D",0.23
"430404","EE DENTAL",7.50
"430404","EE HEALTH",12.00
"430600","EE AD&D",0.46
"430600","D-ONT",1.03
"430600","EE DENTAL",7.50
"430600","EE HEALTH",12.00
"430600","M-ONT",1.72
"430957","EE AD&D",0.23
"430957","D-ONT",1.03
"430957","EE DENTAL",7.50
"430957","EE HEALTH",12.00
"430957","M-ONT",1.72
"434724","EE AD&D",0.46
"434724","EE DENTAL",17.50
"434724","EE HEALTH",27.00
"435441","EE AD&D",0.23
"435441","D-ONT",1.03
"435441","EE DENTAL",7.50
"435441","EE HEALTH",12.00
"435441","M-ONT",1.72
"436502","EE AD&D",0.46
"436502","D-ONT",1.03
"436502","EE DENTAL",7.50
"436502","EE HEALTH",12.00
"436502","M-ONT",1.72
"437689","EE AD&D",0.46
"437689","EE DENTAL",7.50
"437689","EE HEALTH",12.00
"437996","EE AD&D",0.23
"437996","EE DENTAL",7.50
"437996","EE HEALTH",12.00
"438440","EE AD&D",0.46
"438440","EE DENTAL",17.50
"438440","EE HEALTH",27.00
"438663","EE AD&D",0.23
"438663","D-ONT",1.03
"438663","EE DENTAL",7.50
"438663","EE HEALTH",12.00
"438663","M-ONT",1.72
"438785","EE AD&D",0.23
"438785","D-ONT",2.49
"438785","EE DENTAL",17.50
"438785","EE HEALTH",27.00
"438785","M-ONT",3.87
"439524","EE AD&D",0.46
"439524","EE DENTAL",17.50
"439524","EE HEALTH",27.00
"439559","EE AD&D",0.23
"439559","D-ONT",1.03
"439559","EE DENTAL",7.50
"439559","EE HEALTH",12.00
"439559","M-ONT",1.72
"439635","EE AD&D",0.23
"439635","EE DENTAL",7.50
"439635","EE HEALTH",12.00
"441743","EE AD&D",0.23
"441743","EE DENTAL",7.50
"441743","EE HEALTH",12.00
"445846","EE AD&D",0.23
"445846","D-QUE",1.16
"445846","EE DENTAL",7.50
"445846","EE HEALTH",12.00
"445846","M-QUE",1.93
"447293","EE AD&D",0.46
"447293","EE DENTAL",17.50
"447293","EE HEALTH",27.00
"447973","EE AD&D",0.23
"447973","EE DENTAL",7.50
"447973","EE HEALTH",12.00
"452848","EE AD&D",0.23
"452848","EE DENTAL",7.50
"452848","EE HEALTH",12.00
"457663","EE AD&D",0.23
"457663","D-ONT",1.03
"457663","EE DENTAL",7.50
"457663","EE HEALTH",12.00
"457663","M-ONT",1.72
"457874","EE AD&D",0.46
"457874","EE DENTAL",7.50
"457874","EE HEALTH",12.00
"458029","EE AD&D",0.46
"458029","EE DENTAL",17.50
"458029","EE HEALTH",27.00
"458150","EE AD&D",0.23
"458150","D-QUE",1.16
"458150","EE DENTAL",7.50
"458150","EE HEALTH",12.00
"458150","M-QUE",1.93
"459967","EE AD&D",0.23
"459967","D-ONT",1.03
"459967","EE DENTAL",7.50
"459967","EE HEALTH",12.00
"459967","M-ONT",1.72
"461835","EE AD&D",0.46
"461835","D-QUE",2.80
"461835","EE DENTAL",17.50
"461835","EE HEALTH",27.00
"461835","M-QUE",4.35
"463292","EE AD&D",0.46
"463292","D-ONT",1.03
"463292","EE DENTAL",7.50
"463292","EE HEALTH",12.00
"463292","M-ONT",1.72
"463649","EE AD&D",0.23
"463649","D-ONT",1.03
"463649","EE DENTAL",7.50
"463649","EE HEALTH",12.00
"463649","M-ONT",1.72
"464168","EE AD&D",0.23
"464168","EE DENTAL",7.50
"464168","EE HEALTH",12.00
"466113","EE AD&D",0.23
"466113","D-QUE",1.16
"466113","EE DENTAL",7.50
"466113","EE HEALTH",12.00
"466113","M-QUE",1.93
"466341","EE AD&D",0.46
"466341","EE DENTAL",17.50
"466341","EE HEALTH",27.00
"466758","EE AD&D",0.46
"466758","D-ONT",1.03
"466758","EE DENTAL",7.50
"466758","EE HEALTH",12.00
"466758","M-ONT",1.72
"467219","EE AD&D",2.31
"467219","EE DENTAL",17.50
"467219","EE HEALTH",27.00
"467423","EE AD&D",0.46
"467423","D-QUE",1.16
"467423","EE DENTAL",7.50
"467423","EE HEALTH",12.00
"467423","M-QUE",1.93
"467688","EE AD&D",0.46
"467688","EE DENTAL",7.50
"467688","EE HEALTH",12.00
"468750","EE AD&D",0.23
"468750","D-ONT",1.03
"468750","EE DENTAL",7.50
"468750","EE HEALTH",12.00
"468750","M-ONT",1.72
"469343","EE AD&D",0.23
"469343","EE DENTAL",7.50
"469343","EE HEALTH",12.00
"470911","EE AD&D",0.23
"470911","EE DENTAL",7.50
"470911","EE HEALTH",12.00
"471529","EE AD&D",0.23
"471529","D-ONT",1.03
"471529","EE DENTAL",7.50
"471529","EE HEALTH",12.00
"471529","M-ONT",1.72
"471778","EE AD&D",0.23
"471778","EE DENTAL",7.50
"471778","EE HEALTH",12.00
"472256","EE AD&D",0.23
"472256","D-ONT",1.03
"472256","EE DENTAL",7.50
"472256","EE HEALTH",12.00
"472256","M-ONT",1.72
"472737","EE AD&D",0.46
"472737","D-ONT",1.03
"472737","EE DENTAL",7.50
"472737","EE HEALTH",12.00
"472737","M-ONT",1.72
"473199","EE AD&D",0.23
"473199","EE DENTAL",7.50
"473199","EE HEALTH",12.00
"473507","EE AD&D",0.46
"473507","D-ONT",1.03
"473507","EE DENTAL",7.50
"473507","EE HEALTH",12.00
"473507","M-ONT",1.72
"475046","EE AD&D",0.46
"475046","D-ONT",1.03
"475046","EE DENTAL",7.50
"475046","EE HEALTH",12.00
"475046","M-ONT",1.72
"476384","EE AD&D",0.46
"476384","EE DENTAL",7.50
"476384","EE HEALTH",12.00
"477629","EE AD&D",0.46
"477629","EE DENTAL",7.50
"477629","EE HEALTH",12.00
"479259","EE AD&D",0.46
"479259","EE DENTAL",7.50
"479259","EE HEALTH",12.00
"479691","EE AD&D",0.46
"479691","D-QUE",1.16
"479691","EE DENTAL",7.50
"479691","EE HEALTH",12.00
"479691","M-QUE",1.93
"481006","EE AD&D",0.46
"481006","D-QUE",1.16
"481006","EE DENTAL",7.50
"481006","EE HEALTH",12.00
"481006","M-QUE",1.93
"483235","EE AD&D",0.46
"483235","EE DENTAL",7.50
"483235","EE HEALTH",12.00
"484116","EE AD&D",2.31
"484116","EE DENTAL",7.50
"484116","EE HEALTH",12.00
"484622","EE AD&D",0.23
"484622","D-QUE",1.16
"484622","EE DENTAL",7.50
"484622","EE HEALTH",12.00
"484622","M-QUE",1.93
"484894","EE AD&D",0.46
"484894","D-ONT",1.03
"484894","EE DENTAL",7.50
"484894","EE HEALTH",12.00
"484894","M-ONT",1.72
"485209","EE AD&D",0.23
"485209","D-ONT",2.49
"485209","EE DENTAL",17.50
"485209","EE HEALTH",27.00
"485209","M-ONT",3.87
"485459","EE AD&D",0.46
"485459","D-ONT",1.03
"485459","EE DENTAL",7.50
"485459","EE HEALTH",12.00
"485459","M-ONT",1.72
"486109","EE AD&D",0.23
"486109","D-ONT",1.03
"486109","EE DENTAL",7.50
"486109","EE HEALTH",12.00
"486109","M-ONT",1.72
"486181","EE AD&D",0.23
"486181","EE DENTAL",7.50
"486181","EE HEALTH",12.00
"486404","EE AD&D",2.31
"486404","D-ONT",2.49
"486404","EE DENTAL",17.50
"486404","EE HEALTH",27.00
"486404","M-ONT",3.87
"488093","EE AD&D",0.46
"488093","EE DENTAL",7.50
"488093","EE HEALTH",12.00
"488224","EE AD&D",0.23
"488224","EE DENTAL",7.50
"488224","EE HEALTH",12.00
"488861","EE AD&D",0.46
"488861","EE DENTAL",7.50
"488861","EE HEALTH",12.00
"489113","EE AD&D",0.46
"489113","EE DENTAL",7.50
"489113","EE HEALTH",12.00
"492674","EE AD&D",0.23
"492674","EE DENTAL",7.50
"492674","EE HEALTH",12.00
"499522","EE AD&D",0.23
"499522","EE DENTAL",7.50
"499522","EE HEALTH",12.00
"499898","EE AD&D",0.23
"499898","D-ONT",2.49
"499898","EE DENTAL",17.50
"499898","EE HEALTH",27.00
"499898","M-ONT",3.87
"502346","EE AD&D",0.46
"502346","D-QUE",1.16
"502346","EE DENTAL",7.50
"502346","EE HEALTH",12.00
"502346","M-QUE",1.93
"502710","EE AD&D",0.23
"502710","EE DENTAL",7.50
"502710","EE HEALTH",12.00
"502885","EE AD&D",0.46
"502885","EE DENTAL",7.50
"502885","EE HEALTH",12.00
"502946","EE AD&D",0.23
"502946","EE DENTAL",7.50
"502946","EE HEALTH",12.00
"503576","EE AD&D",0.23
"503576","EE DENTAL",7.50
"503576","EE HEALTH",12.00
"504024","EE AD&D",0.23
"504024","D-ONT",1.03
"504024","EE DENTAL",7.50
"504024","EE HEALTH",12.00
"504024","M-ONT",1.72
"504128","EE AD&D",0.46
"504128","EE DENTAL",7.50
"504128","EE HEALTH",12.00
"504775","EE AD&D",0.46
"504775","EE DENTAL",7.50
"504775","EE HEALTH",12.00
"506055","EE AD&D",0.23
"506055","D-ONT",1.03
"506055","EE DENTAL",7.50
"506055","EE HEALTH",12.00
"506055","M-ONT",1.72
"506069","EE AD&D",0.46
"506069","D-ONT",1.03
"506069","EE DENTAL",7.50
"506069","EE HEALTH",12.00
"506069","M-ONT",1.72
"506554","EE AD&D",0.23
"506554","EE DENTAL",7.50
"506554","EE HEALTH",12.00
"506744","EE AD&D",1.15
"506744","EE DENTAL",7.50
"506744","EE HEALTH",12.00
"507483","EE AD&D",0.46
"507483","EE DENTAL",7.50
"507483","EE HEALTH",12.00
"508393","EE AD&D",0.46
"508393","EE DENTAL",7.50
"508393","EE HEALTH",12.00
"508620","EE AD&D",0.23
"508620","EE DENTAL",7.50
"508620","EE HEALTH",12.00
"510925","EE AD&D",0.23
"510925","EE DENTAL",7.50
"510925","EE HEALTH",12.00
"511084","EE AD&D",0.46
"511084","EE DENTAL",17.50
"511084","EE HEALTH",27.00
"511533","EE AD&D",0.23
"511533","EE DENTAL",7.50
"511533","EE HEALTH",12.00
"512085","EE AD&D",0.23
"512085","EE DENTAL",7.50
"512085","EE HEALTH",12.00
"512526","EE AD&D",2.31
"512526","EE DENTAL",17.50
"512526","EE HEALTH",27.00
"515842","EE AD&D",0.46
"515842","EE DENTAL",7.50
"515842","EE HEALTH",12.00
"516767","EE AD&D",0.46
"516767","EE DENTAL",17.50
"516767","EE HEALTH",27.00
"517085","EE AD&D",2.31
"517085","D-ONT",2.49
"517085","EE DENTAL",17.50
"517085","EE HEALTH",27.00
"517085","M-ONT",3.87
"519017","EE AD&D",0.23
"519017","D-ONT",1.03
"519017","EE DENTAL",7.50
"519017","EE HEALTH",12.00
"519017","M-ONT",1.72
"519426","EE AD&D",0.23
"519426","EE DENTAL",7.50
"519426","EE HEALTH",12.00
"520058","EE AD&D",0.23
"520058","D-ONT",1.03
"520058","EE DENTAL",7.50
"520058","EE HEALTH",12.00
"520058","M-ONT",1.72
"520485","EE AD&D",0.46
"520485","D-ONT",2.49
"520485","EE DENTAL",17.50
"520485","EE HEALTH",27.00
"520485","M-ONT",3.87
"521376","EE AD&D",0.23
"521376","EE DENTAL",7.50
"521376","EE HEALTH",12.00
"523107","EE AD&D",0.23
"523107","D-ONT",2.49
"523107","EE DENTAL",17.50
"523107","EE HEALTH",27.00
"523107","M-ONT",3.87
"523483","EE AD&D",0.46
"523483","D-QUE",1.16
"523483","EE DENTAL",7.50
"523483","EE HEALTH",12.00
"523483","M-QUE",1.93
"523496","EE AD&D",0.46
"523496","D-ONT",1.03
"523496","EE DENTAL",7.50
"523496","EE HEALTH",12.00
"523496","M-ONT",1.72
"524866","EE AD&D",0.23
"524866","D-QUE",1.16
"524866","EE DENTAL",7.50
"524866","EE HEALTH",12.00
"524866","M-QUE",1.93
"525154","EE AD&D",0.46
"525154","D-ONT",1.03
"525154","EE DENTAL",7.50
"525154","EE HEALTH",12.00
"525154","M-ONT",1.72
"525430","EE AD&D",0.23
"525430","D-ONT",1.03
"525430","EE DENTAL",7.50
"525430","EE HEALTH",12.00
"525430","M-ONT",1.72
"526149","EE AD&D",0.23
"526149","EE DENTAL",7.50
"526149","EE HEALTH",12.00
"526169","EE AD&D",0.46
"526169","EE DENTAL",7.50
"526169","EE HEALTH",12.00
"526316","EE AD&D",0.46
"526316","D-ONT",1.03
"526316","EE DENTAL",7.50
"526316","EE HEALTH",12.00
"526316","M-ONT",1.72
"526546","EE AD&D",0.46
"526546","EE DENTAL",7.50
"526546","EE HEALTH",12.00
"527128","EE AD&D",0.23
"527128","EE DENTAL",7.50
"527128","EE HEALTH",12.00
"527594","EE AD&D",0.23
"527594","EE DENTAL",7.50
"527594","EE HEALTH",12.00
"527665","EE AD&D",0.46
"527665","D-QUE",1.16
"527665","EE DENTAL",7.50
"527665","EE HEALTH",12.00
"527665","M-QUE",1.93
"528108","EE AD&D",0.23
"528108","EE DENTAL",7.50
"528108","EE HEALTH",12.00
"528764","EE AD&D",0.23
"528764","EE DENTAL",7.50
"528764","EE HEALTH",12.00
"529100","EE AD&D",0.46
"529100","D-QUE",1.16
"529100","EE DENTAL",7.50
"529100","EE HEALTH",12.00
"529100","M-QUE",1.93
"529639","EE AD&D",0.46
"529639","D-ONT",1.03
"529639","EE DENTAL",7.50
"529639","EE HEALTH",12.00
"529639","M-ONT",1.72
"529659","EE AD&D",0.23
"529659","D-ONT",1.03
"529659","EE DENTAL",7.50
"529659","EE HEALTH",12.00
"529659","M-ONT",1.72
"530104","EE AD&D",0.46
"530104","EE DENTAL",7.50
"530104","EE HEALTH",12.00
"531677","EE AD&D",0.46
"531677","D-QUE",1.16
"531677","EE DENTAL",7.50
"531677","EE HEALTH",12.00
"531677","M-QUE",1.93
"534007","EE AD&D",0.23
"534007","EE DENTAL",7.50
"534007","EE HEALTH",12.00
"534114","EE AD&D",0.23
"534114","EE DENTAL",7.50
"534114","EE HEALTH",12.00
"534326","EE AD&D",0.46
"534326","D-ONT",1.03
"534326","EE DENTAL",7.50
"534326","EE HEALTH",12.00
"534326","M-ONT",1.72
"534438","EE AD&D",0.23
"534438","D-QUE",2.80
"534438","EE DENTAL",17.50
"534438","EE HEALTH",27.00
"534438","M-QUE",4.35
"537949","EE AD&D",0.23
"537949","D-QUE",1.16
"537949","EE DENTAL",7.50
"537949","EE HEALTH",12.00
"537949","M-QUE",1.93
"537976","EE AD&D",0.23
"537976","D-ONT",1.03
"537976","EE DENTAL",7.50
"537976","EE HEALTH",12.00
"537976","M-ONT",1.72
"538000","EE AD&D",0.46
"538000","EE DENTAL",7.50
"538000","EE HEALTH",12.00
"538769","EE AD&D",0.23
"538769","D-QUE",1.16
"538769","EE DENTAL",7.50
"538769","EE HEALTH",12.00
"538769","M-QUE",1.93
"538779","EE AD&D",0.23
"538779","D-QUE",1.16
"538779","EE DENTAL",7.50
"538779","EE HEALTH",12.00
"538779","M-QUE",1.93
"539669","EE AD&D",0.46
"539669","D-ONT",1.03
"539669","EE DENTAL",7.50
"539669","EE HEALTH",12.00
"539669","M-ONT",1.72
"540231","EE AD&D",0.46
"540231","D-ONT",1.03
"540231","EE DENTAL",7.50
"540231","EE HEALTH",12.00
"540231","M-ONT",1.72
"541583","EE AD&D",0.23
"541583","EE DENTAL",7.50
"541583","EE HEALTH",12.00
"543544","EE AD&D",0.46
"543544","EE DENTAL",17.50
"543544","EE HEALTH",27.00
"544330","EE AD&D",0.23
"544330","D-ONT",2.49
"544330","EE DENTAL",17.50
"544330","EE HEALTH",27.00
"544330","M-ONT",3.87
"545243","EE AD&D",0.23
"545243","D-ONT",1.03
"545243","EE DENTAL",7.50
"545243","EE HEALTH",12.00
"545243","M-ONT",1.72
"545728","EE AD&D",0.23
"545728","D-ONT",1.03
"545728","EE DENTAL",7.50
"545728","EE HEALTH",12.00
"545728","M-ONT",1.72
"546002","EE AD&D",0.23
"546002","EE DENTAL",7.50
"546002","EE HEALTH",12.00
"546075","EE AD&D",2.31
"546075","D-ONT",1.03
"546075","EE DENTAL",7.50
"546075","EE HEALTH",12.00
"546075","M-ONT",1.72
"546323","EE AD&D",0.46
"546323","EE DENTAL",7.50
"546323","EE HEALTH",12.00
"546509","EE AD&D",2.31
"546509","D-ONT",1.03
"546509","EE DENTAL",7.50
"546509","EE HEALTH",12.00
"546509","M-ONT",1.72
"546725","EE AD&D",0.46
"546725","EE DENTAL",7.50
"546725","EE HEALTH",12.00
"546776","EE AD&D",0.23
"546776","EE DENTAL",7.50
"546776","EE HEALTH",12.00
"547310","EE AD&D",2.31
"547310","D-ONT",1.03
"547310","EE DENTAL",7.50
"547310","EE HEALTH",12.00
"547310","M-ONT",1.72
"547587","EE AD&D",2.31
"547587","D-ONT",2.49
"547587","EE DENTAL",17.50
"547587","EE HEALTH",27.00
"547587","M-ONT",3.87
"547656","EE AD&D",0.23
"547656","D-ONT",1.03
"547656","EE DENTAL",7.50
"547656","EE HEALTH",12.00
"547656","M-ONT",1.72
"547972","EE AD&D",0.46
"547972","EE DENTAL",7.50
"547972","EE HEALTH",12.00
"550192","EE AD&D",0.23
"550192","D-ONT",1.03
"550192","EE DENTAL",7.50
"550192","EE HEALTH",12.00
"550192","M-ONT",1.72
"551533","EE AD&D",0.23
"551533","D-ONT",1.03
"551533","EE DENTAL",7.50
"551533","EE HEALTH",12.00
"551533","M-ONT",1.72
